timestamp,28windspeed_100m (m/s),28cloudcover (%),28apparent_temperature (°C),57windspeed_100m (m/s),57cloudcover (%),57apparent_temperature (°C),68windspeed_100m (m/s),68cloudcover (%),68apparent_temperature (°C),70windspeed_100m (m/s),70cloudcover (%),70apparent_temperature (°C),82windspeed_100m (m/s),82cloudcover (%),82apparent_temperature (°C),83windspeed_100m (m/s),83cloudcover (%),83apparent_temperature (°C),84windspeed_100m (m/s),84cloudcover (%),84apparent_temperature (°C),92windspeed_100m (m/s),92cloudcover (%),92apparent_temperature (°C),95windspeed_100m (m/s),95cloudcover (%),95apparent_temperature (°C)
2023-07-08 17:00:00+00:00,2.36,98,16.34,1.25,91,22.68,2.18,29,19.58,1.78,94,18.38,2.23,41,16.41,3.69,83,15.88,2.96,3,29.03,0.97,31,25.54,2.94,65,15.16
2023-07-08 18:00:00+00:00,2.3,98,16.17,1.73,91,23.14,1.88,29,19.83,1.59,94,18.59,1.18,43,16.1,3.6,83,15.71,2.76,0,29.23,0.72,33,25.57,2.78,63,15.12
2023-07-08 19:00:00+00:00,1.94,98,15.87,1.08,93,22.04,0.61,25,19.35,1.38,81,18.23,1.15,54,15.81,3.16,77,15.5,2.26,9,28.19,1.1,45,24.64,2.42,50,15.03
2023-07-08 20:00:00+00:00,1.76,98,15.24,0.56,94,20.69,0.97,35,18.63,0.97,64,16.95,1.44,65,14.87,2.53,79,14.26,2.09,23,26.69,1.33,59,23.55,2.48,38,14.13
2023-07-08 21:00:00+00:00,1.65,92,13.64,0.98,95,19.23,1.76,36,17.69,0.92,48,15.55,1.29,75,13.25,2.3,77,12.39,1.59,43,24.16,1.04,72,21.95,2.43,25,12.38
2023-07-08 22:00:00+00:00,1.52,80,12.09,1.46,95,17.63,2.43,31,16.56,1.05,40,14.64,1.04,73,11.26,2.19,65,10.51,1.8,61,21.38,1.18,86,20.12,2.28,13,10.49
2023-07-08 23:00:00+00:00,1.45,67,10.31,1.63,89,14.99,2.42,29,15.37,0.85,37,14.24,1.21,84,10.1,2.05,48,8.5,1.88,75,18.53,1.35,99,17.98,2.16,0,8.29
2023-07-09 00:00:00+00:00,1.49,59,9.75,1.51,77,13.09,2.24,26,15.22,1.0,36,13.45,1.47,81,9.69,1.96,40,8.09,1.87,78,18.26,0.84,98,17.39,1.98,0,7.58
2023-07-09 01:00:00+00:00,1.67,46,9.31,1.58,7,12.36,2.0,14,15.35,1.12,49,13.37,1.64,85,9.46,1.81,0,7.78,1.79,36,17.78,1.56,93,17.3,1.91,0,7.08
2023-07-09 02:00:00+00:00,1.73,48,8.96,1.34,7,11.62,2.07,18,15.4,1.38,67,14.14,1.73,90,10.03,1.65,0,7.61,1.93,18,17.34,1.36,58,16.55,1.71,0,7.45
2023-07-09 03:00:00+00:00,1.59,51,9.9,1.27,8,11.8,1.63,20,15.25,1.43,66,13.97,1.6,93,11.41,1.64,0,8.73,2.05,13,17.18,1.29,42,16.32,1.58,0,9.26
2023-07-09 04:00:00+00:00,1.5,56,11.95,1.28,22,14.2,1.56,24,15.94,1.37,66,15.11,1.38,90,13.49,1.34,0,10.56,1.77,10,17.64,1.15,34,16.68,1.44,1,10.34
2023-07-09 05:00:00+00:00,1.84,54,14.03,1.18,37,16.33,1.26,24,16.75,1.44,70,16.97,1.51,84,15.23,1.51,0,12.4,1.38,10,20.54,0.56,28,19.25,1.39,21,11.22
2023-07-09 06:00:00+00:00,2.0,49,15.96,1.43,46,18.21,0.77,25,17.65,1.6,71,18.76,1.84,75,16.42,1.44,0,14.08,1.49,13,23.37,0.77,24,21.42,1.43,34,12.33
2023-07-09 07:00:00+00:00,2.0,26,17.6,1.54,39,21.11,0.7,68,18.6,1.37,47,20.92,1.97,50,17.53,1.28,0,15.82,1.45,8,26.22,0.87,6,23.68,1.29,69,13.61
2023-07-09 08:00:00+00:00,1.9,20,19.15,1.33,48,23.16,1.61,78,19.07,1.17,28,22.81,2.11,40,18.36,0.98,0,17.44,1.49,11,27.83,1.04,5,25.77,1.22,46,14.88
2023-07-09 09:00:00+00:00,1.78,18,20.35,1.29,63,24.55,3.32,79,18.56,1.16,20,24.28,2.26,32,19.17,0.72,2,19.0,1.25,17,29.28,1.46,5,27.6,1.53,60,15.8
2023-07-09 10:00:00+00:00,1.69,19,21.28,1.38,72,23.35,3.69,84,18.0,1.38,18,24.97,2.45,29,19.73,0.65,3,20.32,1.46,16,30.19,1.76,4,28.61,1.65,70,16.18
2023-07-09 11:00:00+00:00,0.86,33,20.31,1.31,78,21.19,4.06,87,18.65,1.89,28,26.03,2.46,31,20.19,0.58,12,21.17,1.83,18,30.78,2.0,8,29.07,1.3,76,16.95
2023-07-09 12:00:00+00:00,1.4,44,17.75,1.14,81,20.53,4.26,90,19.29,2.82,40,24.69,2.05,37,20.01,0.43,26,21.76,2.04,24,30.82,1.36,16,28.95,1.66,80,17.69
2023-07-09 13:00:00+00:00,1.55,99,16.71,1.82,100,23.04,4.17,100,19.88,3.06,100,24.28,1.77,97,18.92,0.81,99,21.82,1.54,63,31.21,1.5,61,28.54,2.53,100,18.33
2023-07-09 14:00:00+00:00,1.63,100,17.9,2.38,86,24.6,4.37,98,20.24,2.73,100,23.9,2.03,97,17.93,1.55,99,21.3,0.61,77,31.09,1.36,61,29.0,3.35,95,18.83
2023-07-09 15:00:00+00:00,2.42,97,18.5,2.29,80,23.88,4.29,98,20.22,2.36,100,23.34,2.26,98,18.15,1.43,99,20.55,1.27,76,30.55,1.68,70,28.7,2.8,97,18.85
2023-07-09 16:00:00+00:00,2.59,91,18.19,2.68,85,20.27,3.49,98,19.85,2.07,100,22.91,2.35,95,18.49,0.46,99,18.67,2.25,73,30.44,1.64,77,26.32,2.59,96,18.74
2023-07-09 17:00:00+00:00,2.52,90,17.51,2.97,88,19.26,2.49,99,19.58,1.92,100,22.53,2.38,81,18.27,1.56,100,16.3,2.03,77,28.79,1.65,80,25.34,2.41,89,18.71
2023-07-09 18:00:00+00:00,2.06,93,16.63,1.1,82,18.88,1.63,84,23.17,1.04,97,22.25,1.77,89,14.69,1.29,90,16.87,2.65,10,27.51,1.44,53,28.66,2.3,78,17.2
2023-07-09 19:00:00+00:00,2.0,92,16.43,0.65,78,18.34,1.38,83,23.95,1.41,100,22.58,1.98,90,14.65,1.94,89,16.39,2.96,0,27.47,1.42,48,30.25,1.35,73,16.95
2023-07-09 20:00:00+00:00,1.99,93,15.91,1.22,72,17.9,0.74,80,22.58,1.84,100,21.39,1.84,83,14.35,2.18,90,16.05,2.92,20,27.08,1.33,49,26.14,1.05,76,16.44
2023-07-09 21:00:00+00:00,1.87,94,14.75,1.76,63,17.03,1.96,71,20.88,1.83,95,19.29,1.48,75,13.71,2.23,89,14.97,3.05,40,26.44,1.16,55,25.14,1.11,80,15.24
2023-07-09 22:00:00+00:00,1.73,94,13.97,1.82,50,15.95,1.99,67,18.99,1.75,83,16.9,1.27,70,13.29,1.91,87,13.49,2.59,60,24.86,0.84,62,23.22,0.59,85,13.66
2023-07-09 23:00:00+00:00,1.71,96,13.19,1.96,36,14.8,2.14,60,16.57,1.52,73,14.45,1.31,59,12.05,1.65,79,11.88,2.07,79,22.25,1.05,63,21.26,0.33,90,12.03
2023-07-10 00:00:00+00:00,1.78,86,10.94,1.2,35,13.13,1.89,49,14.21,1.18,58,11.84,1.29,47,10.9,1.76,69,10.36,1.0,98,19.94,1.26,63,19.12,0.3,88,10.12
2023-07-10 01:00:00+00:00,1.86,87,10.7,0.99,29,12.61,2.55,9,14.03,1.48,7,11.59,1.02,49,10.75,1.71,100,10.15,2.14,100,19.25,1.38,47,18.66,0.96,33,9.73
2023-07-10 02:00:00+00:00,1.56,84,10.65,0.99,20,12.27,2.53,31,13.7,1.88,9,11.18,0.63,73,11.55,1.89,98,9.95,1.0,100,18.48,1.38,27,18.29,1.19,38,10.13
2023-07-10 03:00:00+00:00,1.51,75,11.39,1.31,42,12.61,2.46,45,13.64,1.67,20,11.2,0.77,82,13.06,1.92,92,10.58,0.27,100,18.91,1.38,19,18.02,1.3,49,11.8
2023-07-10 04:00:00+00:00,1.64,73,13.24,1.58,57,14.26,3.34,49,14.65,2.3,29,12.69,1.21,86,14.57,1.62,75,12.54,1.24,100,18.57,1.43,16,18.34,1.28,58,13.61
2023-07-10 05:00:00+00:00,1.94,71,15.4,2.08,49,16.92,3.68,44,16.32,2.85,31,14.73,1.79,89,16.1,2.07,63,14.73,1.71,100,19.99,1.25,14,20.53,1.03,63,15.07
2023-07-10 06:00:00+00:00,2.28,63,17.44,2.36,42,19.02,3.99,39,18.21,3.42,28,16.89,2.36,90,17.68,2.38,55,16.67,2.22,100,21.81,1.33,13,22.81,1.42,64,16.83
2023-07-10 07:00:00+00:00,2.92,21,19.26,2.94,90,20.66,4.0,31,20.1,3.68,14,19.1,2.58,80,19.23,2.87,30,18.43,5.59,79,24.24,1.46,8,25.05,1.84,61,18.53
2023-07-10 08:00:00+00:00,3.07,21,20.83,2.98,95,21.79,3.94,36,21.64,3.83,16,21.06,2.67,58,20.54,3.56,22,19.77,6.43,42,25.46,1.48,7,27.81,2.07,36,20.09
2023-07-10 09:00:00+00:00,3.24,21,22.19,3.11,97,23.03,3.85,39,22.85,3.75,16,22.69,2.63,44,21.49,4.44,19,20.85,6.33,31,26.22,1.59,11,29.37,2.47,27,21.4
2023-07-10 10:00:00+00:00,3.76,21,23.13,3.78,92,23.96,3.43,35,23.73,3.67,15,23.99,2.6,34,22.31,4.55,22,21.52,6.67,38,26.49,1.74,12,30.61,3.34,35,22.55
2023-07-10 11:00:00+00:00,4.02,25,23.74,4.97,93,22.79,2.93,33,24.53,3.32,15,24.95,2.75,28,22.87,4.04,35,20.39,6.49,40,27.27,1.89,14,31.48,3.89,32,23.47
2023-07-10 12:00:00+00:00,3.6,38,21.98,4.88,94,19.99,2.53,41,24.77,2.91,27,23.46,3.27,26,22.96,3.76,45,19.45,7.04,39,27.36,2.02,25,31.87,4.71,41,23.92
2023-07-10 13:00:00+00:00,3.28,100,21.56,4.32,100,18.71,1.87,89,24.89,3.95,94,23.65,3.49,81,20.99,3.93,93,19.29,7.81,51,26.47,1.88,80,31.92,4.75,100,23.37
2023-07-10 14:00:00+00:00,3.54,100,21.95,3.61,100,17.98,1.85,90,24.17,4.64,74,23.83,3.12,86,19.2,4.06,84,20.31,7.01,63,25.78,0.93,86,30.42,3.03,100,22.88
2023-07-10 15:00:00+00:00,4.11,92,22.51,3.84,100,18.63,3.32,91,21.32,5.03,76,22.97,2.66,90,18.67,3.93,85,19.36,5.93,69,25.46,0.19,72,30.77,2.08,100,22.53
2023-07-10 16:00:00+00:00,1.15,97,16.96,4.27,100,16.91,4.01,96,23.47,4.15,86,22.39,1.67,80,19.06,3.39,96,15.81,5.7,11,25.47,0.85,56,31.5,2.99,80,22.55
2023-07-10 17:00:00+00:00,1.67,97,16.97,4.01,100,15.99,3.82,96,24.44,3.62,86,23.36,1.84,81,19.24,2.75,96,15.81,4.09,0,25.54,0.8,54,31.28,4.18,79,22.29
2023-07-10 18:00:00+00:00,2.22,97,16.77,3.28,100,15.61,2.89,96,22.89,3.23,86,21.89,1.33,81,19.08,2.68,96,15.97,2.86,11,24.95,1.25,53,30.63,4.13,79,21.57
2023-07-10 19:00:00+00:00,2.23,98,16.17,1.1,100,14.88,2.31,98,21.11,2.64,92,19.9,1.18,85,18.23,1.83,95,15.76,0.35,18,23.26,2.93,72,26.51,3.41,87,20.35
2023-07-10 20:00:00+00:00,2.22,98,15.01,1.33,100,14.25,1.79,98,19.4,1.71,94,17.72,1.4,88,17.29,1.99,94,14.93,0.28,38,20.98,0.68,80,25.06,3.18,92,19.04
2023-07-10 21:00:00+00:00,2.18,99,13.73,1.68,100,13.53,1.55,99,17.56,1.32,97,15.58,1.47,90,15.96,2.32,95,14.4,1.06,60,18.75,1.4,89,22.9,3.12,96,17.25
2023-07-10 22:00:00+00:00,2.14,100,12.6,2.22,100,12.56,0.98,100,15.56,0.99,100,13.45,0.77,93,14.21,3.06,96,13.74,1.47,82,16.55,2.14,84,20.36,2.88,100,15.23
2023-07-10 23:00:00+00:00,1.95,100,11.78,2.21,100,12.3,0.42,100,15.54,0.41,100,13.46,0.53,88,12.91,2.76,97,13.35,1.65,84,16.09,1.58,74,19.95,2.84,100,14.65
2023-07-11 00:00:00+00:00,1.86,99,10.54,2.86,100,12.24,1.54,100,15.47,0.29,99,13.34,0.86,77,12.38,2.37,97,12.88,1.86,82,15.69,1.01,68,19.49,2.63,99,13.51
2023-07-11 01:00:00+00:00,1.85,56,9.26,3.15,100,12.24,1.94,84,15.01,0.84,85,12.55,1.1,63,12.78,2.25,100,12.53,1.96,61,15.44,0.96,83,19.05,1.83,80,12.99
2023-07-11 02:00:00+00:00,1.74,66,9.75,2.95,100,12.21,2.17,84,14.3,0.98,83,12.21,1.38,71,13.44,2.15,100,12.31,1.98,37,15.13,1.45,81,18.82,1.62,86,13.39
2023-07-11 03:00:00+00:00,1.68,63,10.06,2.94,100,12.12,2.08,82,14.17,1.13,79,12.14,1.45,77,14.38,2.05,100,12.04,1.89,29,15.0,1.48,56,18.41,2.09,91,14.14
2023-07-11 04:00:00+00:00,1.65,49,11.83,2.71,100,12.23,2.62,76,14.73,1.19,76,13.2,1.57,83,15.02,1.94,99,12.52,1.82,22,15.47,1.38,43,18.63,2.0,91,15.05
2023-07-11 05:00:00+00:00,2.32,39,14.2,2.54,100,12.56,3.02,77,15.18,1.88,77,14.0,1.94,86,15.91,2.32,84,14.26,1.54,18,17.94,1.42,36,20.32,2.35,91,16.12
2023-07-11 06:00:00+00:00,3.17,33,16.08,2.19,100,13.0,3.17,80,15.2,2.1,80,14.59,2.45,83,16.94,2.75,72,15.88,1.73,15,20.68,1.36,31,21.88,3.12,89,17.41
2023-07-11 07:00:00+00:00,3.7,0,17.63,1.77,100,13.52,3.73,100,15.28,2.32,100,14.8,2.71,70,17.41,3.41,5,17.27,2.07,27,23.13,1.26,2,24.02,3.88,84,18.65
2023-07-11 08:00:00+00:00,3.91,0,18.75,1.43,100,14.75,4.6,94,16.32,3.52,98,15.9,2.87,67,18.55,4.13,2,18.15,2.24,20,25.47,1.33,1,26.42,5.35,82,19.89
2023-07-11 09:00:00+00:00,4.01,0,19.7,1.31,100,16.54,5.07,95,16.62,4.65,97,17.29,3.04,64,20.18,4.73,4,19.05,2.38,19,27.36,1.5,1,29.37,6.23,69,20.71
2023-07-11 10:00:00+00:00,4.45,0,20.55,1.76,100,18.08,4.71,96,16.5,4.3,96,16.9,3.21,61,21.46,5.21,24,18.92,3.55,19,28.42,1.74,1,30.62,6.61,65,21.13
2023-07-11 11:00:00+00:00,5.22,16,19.75,1.36,99,19.38,4.12,97,18.18,4.03,97,17.62,3.57,59,22.43,5.26,31,19.77,4.62,18,29.09,1.61,1,31.73,7.49,58,21.35
2023-07-11 12:00:00+00:00,4.4,30,17.42,1.31,99,21.67,4.08,97,18.82,4.08,97,19.44,3.79,58,22.52,5.54,29,20.16,4.3,26,29.69,1.51,1,32.28,6.83,60,21.65
2023-07-11 13:00:00+00:00,4.39,100,17.65,1.62,99,22.67,3.98,99,18.92,4.2,100,19.63,3.97,72,22.68,5.31,49,20.13,4.34,74,30.27,1.73,2,32.59,6.42,95,21.19
2023-07-11 14:00:00+00:00,4.9,97,19.05,0.95,95,23.38,3.6,99,19.24,3.53,99,19.36,3.79,66,23.0,4.51,73,19.28,4.18,39,30.73,1.83,2,32.86,4.81,97,20.0
2023-07-11 15:00:00+00:00,5.52,67,19.18,3.27,77,22.83,3.34,99,19.4,3.41,99,19.26,3.76,56,22.93,4.34,81,18.51,4.28,27,30.92,2.36,2,32.75,6.31,66,22.07
2023-07-11 16:00:00+00:00,5.4,50,18.4,4.13,81,19.62,2.96,100,19.67,3.66,99,20.14,3.78,58,22.28,3.18,86,17.97,3.65,21,30.79,2.1,2,32.96,7.21,51,21.94
2023-07-11 17:00:00+00:00,4.94,40,17.33,3.67,85,19.52,2.7,100,19.32,3.35,100,19.74,3.86,55,21.22,3.47,88,16.78,2.17,18,30.67,0.54,19,30.18,7.64,44,20.79
2023-07-11 18:00:00+00:00,4.72,33,15.89,2.89,87,18.49,3.15,100,18.23,2.73,100,18.53,3.8,48,19.54,4.89,90,15.78,1.48,15,28.93,0.39,32,25.64,7.13,40,19.56
2023-07-11 19:00:00+00:00,3.77,2,13.36,3.43,100,16.62,3.87,100,17.72,2.47,100,16.77,3.16,23,15.19,4.58,100,13.7,1.22,40,25.02,1.36,100,24.68,5.62,6,17.3
2023-07-11 20:00:00+00:00,2.62,2,12.9,2.75,100,16.51,3.55,100,17.56,2.45,100,16.79,2.42,28,14.64,4.01,100,13.52,1.05,50,24.93,2.36,100,25.77,5.33,6,16.91
2023-07-11 21:00:00+00:00,1.98,8,12.46,2.95,100,16.29,3.09,100,17.53,2.93,100,16.64,2.36,30,14.29,3.45,100,13.29,2.25,53,24.45,2.31,98,24.08,5.11,10,16.64
2023-07-11 22:00:00+00:00,1.83,21,11.71,2.61,100,15.81,3.25,100,17.31,3.43,100,16.25,2.25,30,13.53,3.7,100,12.81,2.53,60,23.95,2.1,89,22.06,4.95,16,15.9
2023-07-11 23:00:00+00:00,1.76,36,11.08,2.79,100,14.9,2.84,100,16.85,3.05,100,15.47,1.95,28,12.54,3.83,100,12.25,8.88,67,21.7,1.86,87,20.07,4.43,29,14.87
2023-07-12 00:00:00+00:00,1.81,53,10.4,2.63,100,13.92,3.31,100,15.88,2.48,100,14.96,1.59,26,11.38,3.84,100,11.85,2.45,76,20.59,1.79,78,17.9,4.09,44,13.43
2023-07-12 01:00:00+00:00,1.85,93,9.2,3.01,97,12.76,4.59,100,14.71,2.06,100,13.61,1.65,7,10.14,2.99,100,11.15,3.26,100,18.72,1.79,94,16.04,3.98,100,11.6
2023-07-12 02:00:00+00:00,2.17,96,9.76,3.17,98,13.04,4.79,100,14.61,3.36,100,13.49,1.26,6,10.34,3.65,100,11.09,5.01,100,18.31,2.3,85,16.21,3.46,85,10.65
2023-07-12 03:00:00+00:00,2.6,97,11.0,3.37,99,12.88,5.14,100,14.79,3.74,100,13.48,1.31,7,12.08,4.35,100,11.32,5.5,100,18.01,2.19,82,16.84,4.13,89,11.61
2023-07-12 04:00:00+00:00,2.89,98,12.05,3.22,99,13.09,5.41,100,14.8,3.6,100,13.37,1.84,7,13.97,4.51,100,11.29,5.5,100,18.05,1.65,87,17.84,5.5,92,12.87
2023-07-12 05:00:00+00:00,3.2,98,12.11,3.27,99,13.32,5.26,100,14.91,4.02,100,13.63,2.62,6,15.79,4.79,100,11.35,5.7,100,18.82,2.02,89,18.93,5.37,94,12.65
2023-07-12 06:00:00+00:00,3.3,99,11.39,3.51,99,14.25,5.16,100,14.82,3.92,100,13.2,3.44,6,17.27,4.72,100,11.33,6.13,93,20.42,1.48,91,21.47,6.41,95,12.85
2023-07-12 07:00:00+00:00,3.8,100,11.15,3.59,100,14.87,5.44,100,14.63,3.99,100,13.01,3.87,0,18.38,4.33,100,11.13,7.25,99,21.4,2.19,98,23.14,7.37,100,13.14
2023-07-12 08:00:00+00:00,3.44,100,11.17,3.79,100,15.52,5.77,100,14.38,4.1,100,12.74,4.22,0,19.62,4.57,100,11.92,6.96,100,20.97,1.44,99,23.89,6.9,100,13.13
2023-07-12 09:00:00+00:00,3.63,100,11.8,3.87,100,16.76,5.8,100,14.31,4.43,100,14.07,4.56,0,20.55,3.69,100,11.62,5.9,100,20.12,1.85,99,26.03,5.85,100,13.05
2023-07-12 10:00:00+00:00,3.71,100,11.92,5.28,100,16.87,6.81,100,14.33,4.75,100,13.57,4.96,0,21.09,3.43,100,11.57,6.19,88,23.34,1.96,100,29.14,5.76,100,13.18
2023-07-12 11:00:00+00:00,3.73,100,11.9,4.41,100,15.33,6.92,100,14.27,4.48,100,13.45,5.14,1,21.25,3.14,100,11.37,7.05,87,23.68,1.81,100,30.44,5.07,100,13.26
2023-07-12 12:00:00+00:00,3.77,100,11.85,2.81,100,14.99,7.05,100,14.17,4.25,100,13.3,5.05,2,21.36,3.43,100,11.7,6.99,89,22.98,1.51,100,31.13,4.78,100,13.64
2023-07-12 13:00:00+00:00,3.72,100,11.7,3.18,100,14.48,8.0,100,14.31,5.02,100,13.33,5.08,12,21.29,3.83,100,11.68,7.1,88,24.43,1.4,100,30.86,4.64,100,14.0
2023-07-12 14:00:00+00:00,3.42,100,11.56,3.36,100,14.73,9.14,100,14.34,6.37,100,13.13,4.96,51,20.76,3.77,100,11.47,7.81,93,25.22,1.22,100,31.73,4.67,100,14.34
2023-07-12 15:00:00+00:00,3.11,100,12.13,3.52,100,14.99,8.32,100,14.42,5.94,100,12.72,4.62,66,20.32,3.97,100,11.23,6.29,96,25.26,1.64,71,32.21,4.98,100,14.07
2023-07-12 16:00:00+00:00,3.35,100,12.73,4.72,100,15.87,8.15,100,14.71,5.6,100,13.03,4.0,74,20.04,4.79,100,10.79,5.94,97,25.41,1.95,65,31.82,4.8,100,14.12
2023-07-12 17:00:00+00:00,3.88,100,12.81,4.54,96,15.36,7.73,100,14.76,5.24,100,12.76,3.29,70,19.29,3.38,100,10.2,4.74,97,24.9,2.21,72,30.35,4.29,100,13.66
2023-07-12 18:00:00+00:00,4.09,100,12.68,3.91,94,14.97,6.33,100,14.82,3.94,100,12.98,2.52,60,17.8,3.29,100,10.14,3.71,97,22.8,2.06,77,25.51,3.97,100,13.31
2023-07-12 19:00:00+00:00,3.16,100,13.16,2.89,53,14.64,2.49,100,16.01,3.4,100,15.03,1.76,5,15.44,3.36,100,10.29,2.04,0,22.02,0.79,100,25.22,4.1,100,12.3
2023-07-12 20:00:00+00:00,2.67,100,13.01,2.94,50,14.31,3.02,100,15.82,2.07,100,14.8,1.48,5,14.99,3.12,100,10.26,1.48,20,21.34,0.86,100,24.56,4.0,100,12.24
2023-07-12 21:00:00+00:00,3.23,100,12.67,3.19,45,13.92,3.22,100,15.61,1.78,100,14.44,1.25,4,13.95,3.66,100,10.25,2.53,40,20.06,1.54,100,23.64,3.85,100,12.09
2023-07-12 22:00:00+00:00,3.3,100,12.22,3.56,39,13.48,4.21,99,15.44,2.06,100,14.02,0.72,3,12.95,3.16,100,10.08,1.86,60,18.48,1.57,99,22.34,3.6,100,11.88
2023-07-12 23:00:00+00:00,2.76,100,11.55,3.11,35,12.83,3.88,94,14.82,2.49,100,13.7,0.6,2,11.95,2.51,100,10.14,1.69,76,16.26,1.25,99,21.01,3.53,100,11.66
2023-07-13 00:00:00+00:00,1.94,100,10.59,3.26,35,12.19,3.86,81,14.18,2.56,96,12.71,0.5,1,10.88,2.96,100,10.16,2.03,89,14.46,1.34,99,20.28,3.28,100,11.47
2023-07-13 01:00:00+00:00,1.42,100,10.05,3.5,74,11.9,4.23,33,13.83,2.18,48,11.76,0.9,29,10.79,2.74,100,9.99,1.93,68,13.7,0.92,100,20.16,3.04,100,11.21
2023-07-13 02:00:00+00:00,1.64,100,9.95,3.33,78,11.41,4.44,52,13.45,2.39,54,11.52,1.4,64,11.62,2.84,100,9.89,1.69,56,12.81,0.84,100,19.42,3.58,100,10.74
2023-07-13 03:00:00+00:00,1.66,100,10.25,2.7,76,10.73,4.8,62,13.34,2.83,65,11.52,1.45,76,13.1,3.07,100,9.85,1.47,56,12.29,1.06,100,18.66,3.26,100,10.53
2023-07-13 04:00:00+00:00,1.27,100,10.54,3.16,69,11.12,5.06,68,13.67,3.36,63,12.11,1.44,82,12.75,3.64,100,9.66,1.69,55,12.84,1.26,100,18.97,4.52,100,10.66
2023-07-13 05:00:00+00:00,1.32,100,10.52,3.46,72,12.38,5.06,74,13.93,3.61,70,12.83,1.66,85,13.6,3.28,100,8.04,1.67,45,15.4,1.01,100,19.45,5.48,100,10.64
2023-07-13 06:00:00+00:00,2.16,100,10.54,4.3,70,13.71,5.18,79,14.34,3.93,75,13.32,2.12,88,15.99,3.32,100,8.17,2.76,39,18.2,1.11,100,19.96,5.02,100,10.47
2023-07-13 07:00:00+00:00,2.77,100,10.83,4.63,22,15.44,5.26,100,14.77,4.08,100,13.92,2.47,100,17.82,2.98,100,8.33,4.8,17,19.8,1.03,100,20.62,3.92,100,10.7
2023-07-13 08:00:00+00:00,2.9,100,11.88,4.74,30,16.76,5.59,86,15.51,4.52,75,15.7,3.04,93,18.8,2.45,100,8.75,5.53,13,20.64,3.38,100,20.17,3.11,100,11.04
2023-07-13 09:00:00+00:00,3.32,100,12.31,4.86,48,16.69,5.71,75,16.17,4.69,63,17.03,3.87,78,20.56,2.12,100,9.72,6.11,12,21.63,2.58,100,17.87,2.82,100,11.44
2023-07-13 10:00:00+00:00,3.71,100,12.71,4.78,61,16.56,6.14,72,16.59,4.88,62,16.74,4.36,60,21.06,1.43,100,10.04,6.67,11,22.6,1.65,100,18.55,2.6,100,11.61
2023-07-13 11:00:00+00:00,3.58,100,12.54,5.31,55,18.23,6.37,70,16.75,4.99,66,16.81,4.35,51,21.0,1.35,100,10.55,6.83,14,23.46,1.78,100,19.91,3.06,100,12.05
2023-07-13 12:00:00+00:00,2.88,100,10.59,5.61,56,18.79,6.46,66,17.33,4.86,68,17.08,4.71,44,20.81,1.23,100,10.59,6.43,27,24.0,2.21,100,19.56,3.16,100,12.65
2023-07-13 13:00:00+00:00,2.15,100,9.82,5.07,87,18.17,6.29,32,17.47,5.2,48,17.99,5.58,8,19.56,1.38,100,10.63,6.32,100,23.56,0.11,100,18.65,2.42,100,12.72
2023-07-13 14:00:00+00:00,2.2,100,9.9,5.19,87,18.91,6.0,21,17.95,5.3,45,17.93,5.34,16,18.15,1.19,100,11.1,5.98,100,22.91,1.41,100,18.46,3.04,100,12.03
2023-07-13 15:00:00+00:00,1.81,100,10.4,4.71,89,18.59,6.07,23,18.04,5.49,40,18.24,4.87,23,16.83,1.18,100,11.77,6.47,100,22.3,0.37,100,18.53,1.83,100,11.56
2023-07-13 16:00:00+00:00,1.44,100,11.38,3.97,91,18.03,6.15,26,17.93,5.08,38,17.8,4.78,36,15.64,1.14,100,11.94,6.35,100,20.9,0.68,100,19.55,1.64,100,11.33
2023-07-13 17:00:00+00:00,1.24,100,12.16,4.0,90,17.79,6.36,33,17.48,4.43,36,17.13,4.38,48,14.13,1.24,100,11.75,4.67,99,20.37,1.53,100,19.59,2.07,100,11.99
2023-07-13 18:00:00+00:00,1.77,51,13.1,3.57,20,14.45,6.38,79,18.28,4.35,89,16.99,3.6,10,12.51,3.29,40,12.2,3.41,19,19.98,2.09,100,17.66,4.48,100,14.75
2023-07-13 19:00:00+00:00,1.65,46,12.83,3.15,7,13.99,6.24,88,18.66,4.24,98,17.28,2.69,7,12.24,2.34,25,12.0,1.44,0,20.36,0.53,100,17.47,2.99,100,14.56
2023-07-13 20:00:00+00:00,1.73,44,12.42,2.38,11,13.65,6.1,88,17.96,3.93,96,16.52,1.72,7,11.86,2.39,24,11.61,1.48,14,19.12,0.87,99,17.38,2.5,100,14.35
2023-07-13 21:00:00+00:00,1.9,38,11.58,2.46,23,12.9,6.11,82,17.01,3.82,93,15.4,1.18,7,10.84,2.31,26,10.72,1.76,26,17.92,1.22,89,16.84,2.26,100,13.56
2023-07-13 22:00:00+00:00,1.95,30,10.53,2.93,39,12.4,6.17,75,15.89,3.59,86,14.02,0.89,7,9.83,2.07,33,9.78,1.85,34,16.0,1.54,73,16.14,1.81,100,12.53
2023-07-13 23:00:00+00:00,1.89,23,9.05,3.17,56,11.76,6.25,68,14.79,3.5,80,12.45,0.83,19,9.73,1.6,46,9.23,1.72,38,14.08,1.46,56,15.38,1.5,100,11.58
