timestamp,28windspeed_100m (m/s),28cloudcover (%),28apparent_temperature (°C),57windspeed_100m (m/s),57cloudcover (%),57apparent_temperature (°C),68windspeed_100m (m/s),68cloudcover (%),68apparent_temperature (°C),70windspeed_100m (m/s),70cloudcover (%),70apparent_temperature (°C),82windspeed_100m (m/s),82cloudcover (%),82apparent_temperature (°C),83windspeed_100m (m/s),83cloudcover (%),83apparent_temperature (°C),84windspeed_100m (m/s),84cloudcover (%),84apparent_temperature (°C),92windspeed_100m (m/s),92cloudcover (%),92apparent_temperature (°C),95windspeed_100m (m/s),95cloudcover (%),95apparent_temperature (°C)
2023-07-14 00:00:00+00:00,1.81,15,7.78,3.28,74,10.72,6.41,62,13.78,3.51,72,11.12,1.14,33,9.2,1.36,59,8.36,1.82,41,12.08,1.55,38,14.56,1.24,100,10.68
2023-07-14 01:00:00+00:00,1.54,21,7.67,3.62,76,10.49,6.48,63,14.01,3.98,79,11.84,1.43,64,8.05,1.8,100,7.81,1.93,13,11.77,1.36,1,14.28,0.89,100,10.44
2023-07-14 02:00:00+00:00,1.51,16,7.55,3.69,55,10.09,6.19,65,14.01,4.24,86,12.3,1.39,75,8.88,1.65,100,7.62,1.73,23,11.45,1.43,2,14.06,0.96,100,9.93
2023-07-14 03:00:00+00:00,1.07,13,8.86,3.78,51,10.07,6.21,67,14.11,4.42,90,12.54,0.79,80,9.91,1.53,100,8.66,1.73,48,11.48,1.04,2,13.78,1.21,97,11.04
2023-07-14 04:00:00+00:00,0.53,13,9.93,4.29,56,10.95,6.33,67,14.3,4.68,92,12.97,0.58,85,10.31,1.53,100,9.1,1.66,60,12.24,1.14,1,13.99,1.27,97,11.43
2023-07-14 05:00:00+00:00,0.6,15,11.39,4.77,63,11.72,6.47,67,14.67,4.95,93,13.42,1.23,82,11.7,1.49,100,9.19,1.32,56,14.38,0.86,4,16.21,1.46,98,11.45
2023-07-14 06:00:00+00:00,0.93,17,12.91,4.9,69,12.44,6.57,67,15.15,5.0,94,13.91,1.69,76,13.77,1.42,100,9.21,1.09,60,16.9,0.56,8,18.02,1.76,98,11.42
2023-07-14 07:00:00+00:00,1.23,41,14.63,5.08,88,14.08,6.73,53,15.74,5.2,96,14.86,2.23,53,15.28,1.5,100,9.1,1.49,84,18.97,0.81,21,20.1,2.26,100,11.39
2023-07-14 08:00:00+00:00,1.57,53,16.08,5.28,49,16.26,6.6,35,16.44,5.22,88,16.22,2.86,52,16.33,2.26,100,8.6,2.01,87,20.73,1.56,14,22.16,3.42,100,11.32
2023-07-14 09:00:00+00:00,2.49,63,15.34,5.37,37,17.96,6.44,27,17.28,5.35,66,17.64,3.05,44,17.11,3.17,100,8.04,2.24,85,22.16,2.0,11,23.63,5.16,100,10.97
2023-07-14 10:00:00+00:00,3.27,72,15.27,5.17,28,19.61,6.45,25,18.05,5.37,52,18.4,3.37,36,18.2,3.52,100,10.99,3.1,88,23.28,2.16,9,24.68,6.1,100,9.98
2023-07-14 11:00:00+00:00,4.22,77,15.74,5.25,27,20.68,6.72,22,18.66,5.37,43,19.12,2.81,29,19.19,3.5,100,11.81,3.58,89,24.27,1.9,7,26.0,5.18,100,7.38
2023-07-14 12:00:00+00:00,4.54,81,15.26,5.29,34,20.92,7.07,20,18.93,5.48,37,19.49,2.88,25,20.14,3.6,100,11.65,3.47,91,25.0,2.03,7,26.88,4.24,100,7.66
2023-07-14 13:00:00+00:00,4.5,87,15.48,5.24,100,19.48,7.36,31,19.0,5.77,11,19.51,2.87,16,20.82,2.77,92,12.21,3.48,100,26.14,2.3,22,27.11,4.13,100,7.82
2023-07-14 14:00:00+00:00,3.83,79,16.38,4.66,100,18.37,7.42,33,18.85,5.86,13,19.3,2.95,50,19.51,2.56,90,13.29,3.34,100,26.5,2.12,61,26.93,3.81,100,9.34
2023-07-14 15:00:00+00:00,3.97,80,16.38,4.68,78,19.89,7.07,35,18.75,5.55,17,19.03,2.61,65,17.93,2.77,93,12.44,3.12,100,26.52,1.98,74,26.32,3.97,99,9.81
2023-07-14 16:00:00+00:00,4.33,85,14.91,4.94,78,19.19,6.77,36,18.45,5.33,30,18.44,2.44,73,18.49,2.25,95,11.63,2.2,100,26.33,1.98,80,25.71,4.64,98,10.12
2023-07-14 17:00:00+00:00,3.16,87,13.69,3.9,71,18.54,6.34,30,17.98,4.6,26,17.8,2.95,79,17.7,1.99,96,11.66,1.51,100,25.04,1.32,84,24.71,5.28,98,10.19
2023-07-14 18:00:00+00:00,3.03,83,13.94,3.58,61,17.16,5.78,25,17.31,4.08,22,16.49,2.42,82,16.05,2.08,96,11.35,1.64,98,23.39,1.25,73,22.27,5.29,89,10.04
2023-07-14 19:00:00+00:00,3.06,39,12.64,2.79,19,14.86,5.38,0,16.46,3.74,0,15.03,1.44,97,14.26,1.84,96,10.38,2.24,75,20.31,1.25,34,19.78,4.21,13,9.28
2023-07-14 20:00:00+00:00,2.59,30,10.63,2.49,17,12.25,4.97,0,15.59,3.65,0,13.6,1.2,99,12.7,1.43,96,9.68,2.39,68,18.08,1.19,22,18.96,2.6,13,6.96
2023-07-14 21:00:00+00:00,1.81,29,6.45,2.27,24,9.7,4.77,2,12.74,3.12,1,11.76,0.65,88,11.07,0.38,96,7.32,2.99,7,18.19,0.86,17,17.16,2.1,60,4.56
2023-07-14 22:00:00+00:00,1.69,30,6.36,2.02,29,9.44,3.94,2,12.24,2.26,1,11.59,0.59,89,11.01,0.4,95,6.93,2.71,0,18.36,0.9,16,17.0,2.07,57,4.45
2023-07-14 23:00:00+00:00,1.49,29,6.35,1.67,32,9.55,3.48,2,12.42,1.92,1,11.31,0.81,89,10.93,0.62,95,6.94,2.62,9,17.98,1.03,15,17.07,1.81,57,4.61
2023-07-15 00:00:00+00:00,1.43,28,5.9,1.32,38,9.48,2.93,4,12.35,1.62,3,10.74,0.84,89,10.74,0.93,95,6.81,2.95,15,17.35,1.14,14,16.96,1.74,60,4.67
2023-07-15 01:00:00+00:00,1.51,17,5.13,1.25,72,9.62,2.6,46,12.12,1.5,47,10.05,0.91,83,10.52,1.04,98,7.07,3.0,23,16.8,1.3,11,16.74,1.65,83,4.7
2023-07-15 02:00:00+00:00,1.19,9,5.47,1.48,86,10.3,2.33,71,12.06,1.37,67,9.79,0.83,90,10.7,1.0,79,6.73,3.21,42,16.24,1.5,9,16.38,1.5,84,4.48
2023-07-15 03:00:00+00:00,1.23,4,6.34,1.24,100,10.99,1.77,92,11.79,1.11,90,9.72,0.73,88,11.92,1.21,82,8.34,3.38,44,15.81,1.39,8,15.86,1.25,64,6.41
2023-07-15 04:00:00+00:00,1.05,6,8.71,1.28,100,12.21,2.03,94,12.82,0.99,92,10.93,0.94,70,13.34,1.19,86,9.25,3.44,35,16.15,1.29,8,15.99,1.09,48,8.03
2023-07-15 05:00:00+00:00,1.18,6,9.93,1.54,100,13.3,2.6,95,14.09,1.57,94,13.07,1.41,56,14.43,1.75,87,9.73,3.4,37,18.53,1.07,8,18.3,0.93,39,9.15
2023-07-15 06:00:00+00:00,1.22,12,12.05,1.81,100,13.15,2.73,96,15.3,1.85,95,14.69,1.62,47,15.67,2.09,84,11.39,3.81,42,21.99,1.26,7,20.69,0.7,32,9.45
2023-07-15 07:00:00+00:00,1.74,74,13.6,2.34,100,14.56,3.25,100,16.24,2.31,100,15.93,2.1,2,16.97,2.85,100,12.68,4.39,7,25.49,1.47,4,22.88,0.61,0,10.89
2023-07-15 08:00:00+00:00,2.7,87,14.7,2.75,100,16.12,3.42,100,16.14,3.08,100,16.69,2.36,1,18.01,3.48,100,13.82,4.55,9,27.69,1.59,2,24.84,0.79,0,12.33
2023-07-15 09:00:00+00:00,2.69,91,16.15,3.27,100,17.17,3.75,100,15.73,2.78,100,15.17,2.78,2,19.24,4.18,100,14.5,4.84,14,28.94,1.56,1,26.64,1.42,0,13.86
2023-07-15 10:00:00+00:00,3.23,93,17.61,3.94,100,17.29,4.13,100,15.61,2.83,100,14.61,3.63,5,20.47,4.7,100,14.91,5.37,19,30.03,1.58,1,28.38,2.13,0,15.09
2023-07-15 11:00:00+00:00,3.77,95,18.67,5.27,100,20.3,4.13,100,15.43,2.71,100,14.76,4.37,5,20.93,5.18,100,15.38,5.18,18,31.19,1.68,1,29.27,2.96,1,16.35
2023-07-15 12:00:00+00:00,4.36,96,19.23,4.5,100,18.31,4.62,100,15.93,3.05,100,15.3,4.01,5,21.41,4.81,100,15.44,5.38,25,32.23,1.5,1,29.95,3.99,3,17.54
2023-07-15 13:00:00+00:00,5.42,99,18.89,4.24,100,17.43,4.83,100,16.71,3.2,100,15.47,4.02,6,21.74,4.97,100,16.63,4.66,94,32.55,1.53,0,30.59,5.31,81,17.88
2023-07-15 14:00:00+00:00,4.52,97,18.75,4.68,100,17.59,5.0,100,16.59,3.67,100,16.44,3.97,9,21.82,5.79,99,17.24,4.19,97,32.93,1.52,0,30.92,5.45,88,17.15
2023-07-15 15:00:00+00:00,4.61,96,19.37,5.36,100,19.63,5.7,100,16.65,3.8,100,15.86,3.91,19,21.61,5.58,99,15.46,2.95,98,32.67,1.6,0,30.92,5.5,83,17.65
2023-07-15 16:00:00+00:00,3.93,97,18.81,5.46,89,20.95,5.52,100,18.1,4.17,100,16.69,3.89,19,21.19,4.97,99,12.45,3.19,98,28.99,1.43,0,31.52,5.62,87,16.74
2023-07-15 17:00:00+00:00,3.88,93,18.35,5.15,91,20.32,5.81,100,18.82,4.19,100,16.78,3.58,21,20.5,4.08,100,11.42,0.7,99,23.83,1.59,0,30.6,4.93,80,16.74
2023-07-15 18:00:00+00:00,3.41,94,15.43,4.9,93,19.24,5.45,100,19.19,3.98,100,17.13,2.97,28,18.57,3.5,100,11.19,4.66,90,24.49,1.38,0,25.25,4.12,74,16.22
2023-07-15 19:00:00+00:00,2.99,100,14.05,4.68,100,17.99,5.47,100,18.59,4.02,100,16.93,1.96,100,15.69,3.61,100,11.13,3.12,19,20.42,0.53,0,22.12,3.91,64,15.04
2023-07-15 20:00:00+00:00,3.0,100,13.43,4.95,100,16.83,6.0,100,17.61,4.22,98,15.92,2.38,100,13.98,3.76,100,10.96,1.91,54,19.66,0.67,0,20.72,3.58,72,13.24
2023-07-15 21:00:00+00:00,2.9,100,13.03,3.95,100,16.51,5.97,97,16.44,3.84,98,14.91,2.88,78,13.66,3.79,100,10.91,2.26,43,18.94,1.15,0,19.92,3.77,76,12.25
2023-07-15 22:00:00+00:00,3.06,100,12.79,3.98,100,16.14,5.61,98,16.12,3.96,98,14.52,2.93,72,13.29,3.76,100,10.77,3.21,50,19.16,1.51,0,19.32,4.17,82,12.4
2023-07-15 23:00:00+00:00,2.0,100,11.48,4.59,85,15.85,5.53,92,15.8,4.2,94,14.52,1.98,70,10.87,3.94,100,10.42,3.22,20,20.28,1.43,0,20.72,4.52,100,12.67
2023-07-16 00:00:00+00:00,2.01,100,11.49,4.43,86,15.83,6.94,92,15.76,4.96,94,14.46,2.08,69,10.73,3.89,100,10.38,3.59,36,20.06,1.54,0,20.41,5.09,100,12.73
2023-07-16 01:00:00+00:00,2.72,100,11.71,3.26,91,15.83,6.95,95,15.74,4.8,96,14.27,2.13,63,10.55,3.92,100,10.29,4.67,52,19.69,1.62,0,19.94,5.07,100,12.75
2023-07-16 02:00:00+00:00,3.88,100,12.44,3.42,94,16.03,5.9,97,15.78,4.49,98,14.31,1.96,74,10.92,3.49,100,10.25,5.97,68,19.33,1.7,2,19.37,5.03,100,12.65
2023-07-16 03:00:00+00:00,4.45,100,13.02,2.87,97,16.17,4.62,98,16.31,3.09,99,14.7,2.29,82,11.99,3.16,100,10.16,5.3,84,18.57,1.86,2,18.6,5.42,100,12.94
2023-07-16 04:00:00+00:00,4.52,100,11.35,3.27,100,16.68,4.56,99,17.05,3.39,100,15.24,2.41,88,13.83,3.04,100,9.85,5.53,84,17.84,1.77,3,18.07,5.09,100,13.32
2023-07-16 05:00:00+00:00,4.67,100,11.09,3.96,100,17.15,4.14,99,17.57,2.69,100,15.88,3.54,91,14.95,4.33,100,9.75,5.59,82,17.88,1.51,4,20.0,4.93,100,13.52
2023-07-16 06:00:00+00:00,4.72,100,11.61,3.82,100,16.75,3.27,99,17.82,2.42,100,16.84,2.49,92,13.76,4.06,100,10.13,6.06,84,18.18,1.5,3,22.13,4.16,100,12.59
2023-07-16 07:00:00+00:00,4.32,100,11.67,4.26,100,16.25,3.72,100,16.67,3.04,100,16.48,3.13,100,13.75,4.24,100,10.53,6.42,99,19.11,1.47,0,24.45,3.21,100,11.92
2023-07-16 08:00:00+00:00,3.73,100,11.52,3.22,100,15.15,4.84,100,15.94,2.85,100,14.86,3.66,100,14.89,3.54,100,11.15,6.73,57,20.72,1.24,0,26.3,4.01,100,11.77
2023-07-16 09:00:00+00:00,3.3,100,11.83,2.68,100,15.01,5.65,100,15.97,3.45,100,14.2,4.85,100,17.98,3.98,100,12.5,6.78,41,22.08,1.13,0,29.4,4.49,100,12.41
2023-07-16 10:00:00+00:00,3.74,100,13.4,1.87,100,14.65,6.29,99,17.74,3.55,100,15.46,5.28,100,16.13,4.62,100,13.6,7.24,32,23.33,1.72,0,30.66,4.22,100,13.18
2023-07-16 11:00:00+00:00,3.62,100,13.79,3.18,100,16.75,6.83,83,20.06,5.75,97,19.43,5.14,100,14.07,5.32,100,14.13,7.37,27,24.38,2.28,2,31.31,4.14,100,13.63
2023-07-16 12:00:00+00:00,3.16,100,14.05,5.88,84,20.8,6.37,69,20.5,6.1,81,21.28,4.52,100,12.8,5.67,100,14.19,7.56,24,25.11,2.13,5,31.52,4.29,100,13.98
2023-07-16 13:00:00+00:00,2.96,100,14.68,5.8,48,21.9,6.65,14,20.46,5.99,7,21.72,4.55,100,12.41,5.56,100,15.0,7.47,9,26.18,2.34,41,31.76,4.06,100,14.24
2023-07-16 14:00:00+00:00,3.86,100,14.72,5.79,72,20.56,7.41,23,19.71,5.32,25,20.55,3.75,100,12.25,6.63,65,17.94,7.21,6,26.3,2.81,47,31.22,5.71,100,15.66
2023-07-16 15:00:00+00:00,4.51,100,15.71,5.71,75,21.22,7.89,46,17.63,5.39,47,16.64,4.11,100,12.27,7.02,57,17.7,6.83,6,26.13,2.49,47,30.43,5.76,100,15.61
2023-07-16 16:00:00+00:00,4.4,75,17.38,5.44,80,18.12,7.21,37,18.52,5.66,44,17.9,3.68,100,12.15,6.69,45,17.25,6.49,6,25.07,2.34,44,30.03,6.74,99,15.97
2023-07-16 17:00:00+00:00,4.6,67,16.83,5.24,66,17.61,7.24,34,17.81,5.34,38,17.13,3.49,100,12.38,7.03,49,15.33,5.81,6,24.44,2.11,35,29.08,6.78,99,15.78
2023-07-16 18:00:00+00:00,6.04,72,16.4,4.94,57,15.98,7.11,34,16.79,5.09,38,15.76,2.59,100,12.63,6.41,46,13.87,4.54,5,22.91,2.16,29,25.21,7.02,98,15.24
2023-07-16 19:00:00+00:00,5.05,42,15.78,4.9,6,14.79,7.44,25,15.76,5.3,37,14.41,1.69,100,12.78,5.75,21,12.69,3.51,0,19.27,2.2,0,22.92,4.82,100,14.42
2023-07-16 20:00:00+00:00,4.9,32,14.45,4.54,3,13.9,7.01,17,15.08,4.74,23,13.44,3.5,99,12.73,5.85,25,11.35,3.65,0,17.23,2.05,0,21.86,3.91,96,13.02
2023-07-16 21:00:00+00:00,4.77,49,13.2,4.22,2,13.46,7.17,15,14.67,4.72,20,12.89,3.49,94,12.44,5.79,38,10.8,3.56,0,16.45,1.82,0,21.34,3.07,96,11.23
2023-07-16 22:00:00+00:00,4.66,40,12.15,4.16,23,12.96,7.55,22,14.47,4.76,28,12.58,3.79,89,12.47,5.64,53,11.09,3.13,2,15.75,1.43,0,20.89,2.99,80,10.01
2023-07-16 23:00:00+00:00,4.73,33,11.58,4.02,38,12.73,7.55,36,14.52,4.83,40,12.73,3.9,90,12.63,5.89,62,10.9,2.72,3,15.33,1.05,0,20.49,3.02,79,8.28
2023-07-17 00:00:00+00:00,4.67,34,11.59,3.85,49,12.32,7.71,47,14.47,5.04,50,12.78,3.5,89,12.22,6.05,69,10.8,2.54,8,15.38,0.82,0,20.1,2.71,80,7.97
2023-07-17 01:00:00+00:00,5.08,89,12.21,4.0,100,11.97,7.53,100,14.3,5.01,100,12.73,3.27,35,11.57,5.97,63,10.56,2.08,41,15.84,0.94,0,19.85,2.27,34,7.49
2023-07-17 02:00:00+00:00,4.94,95,12.22,4.25,100,11.67,7.61,100,14.26,4.96,100,12.71,2.73,55,11.68,6.19,81,10.81,2.04,43,15.83,0.96,0,19.59,1.89,32,7.57
2023-07-17 03:00:00+00:00,4.79,69,11.53,4.23,100,11.68,7.27,100,14.37,4.88,100,12.7,2.54,69,12.38,5.49,88,10.63,2.24,37,14.97,1.03,0,19.37,1.48,29,9.03
2023-07-17 04:00:00+00:00,4.83,76,12.44,4.26,100,12.22,7.26,100,14.62,4.83,100,13.06,3.23,61,13.36,5.6,91,10.66,2.57,29,15.06,1.27,0,19.59,1.29,30,10.41
2023-07-17 05:00:00+00:00,4.68,81,12.28,4.87,98,13.35,7.2,100,14.88,5.0,100,13.79,3.92,55,14.19,5.12,93,10.76,2.47,23,17.72,0.98,0,21.48,1.29,39,11.63
2023-07-17 06:00:00+00:00,4.7,84,12.37,5.57,83,15.47,7.05,100,15.29,5.2,100,15.1,4.66,51,14.86,5.16,94,10.79,4.47,20,21.31,0.95,0,23.55,1.18,45,12.83
2023-07-17 07:00:00+00:00,4.76,100,12.98,6.11,12,16.88,7.31,83,15.98,5.76,66,16.25,5.18,59,15.41,5.59,100,11.18,5.51,1,23.49,0.97,5,25.61,1.44,99,13.71
2023-07-17 08:00:00+00:00,5.27,100,13.82,6.23,49,18.01,7.25,89,16.51,5.86,59,16.85,5.56,53,16.2,5.83,98,12.69,5.95,7,24.52,1.04,2,28.56,1.71,96,14.25
2023-07-17 09:00:00+00:00,5.93,100,14.49,6.62,66,18.46,7.59,92,16.64,5.89,73,16.72,4.98,63,16.51,6.14,97,13.88,5.84,18,26.0,1.19,2,30.05,2.46,94,14.72
2023-07-17 10:00:00+00:00,5.15,100,13.69,6.16,74,17.61,7.93,92,16.74,5.92,78,16.67,5.38,70,17.3,6.43,98,14.61,6.62,18,26.28,1.1,3,30.85,2.44,94,15.17
2023-07-17 11:00:00+00:00,5.88,100,15.4,5.3,72,17.23,7.75,98,18.63,6.07,96,17.52,4.21,91,15.53,6.31,90,14.95,6.71,0,23.91,1.68,4,37.11,6.45,78,16.03
2023-07-17 12:00:00+00:00,5.13,100,15.51,6.4,72,17.44,8.04,98,18.29,6.56,96,17.45,4.31,91,15.62,5.89,90,15.13,7.33,2,24.26,1.56,5,36.03,5.65,79,15.72
2023-07-17 13:00:00+00:00,4.79,100,15.88,5.86,80,17.18,7.69,99,17.69,5.62,98,16.62,5.24,71,16.84,5.1,94,15.22,7.24,8,24.7,1.83,11,34.61,6.58,73,15.95
2023-07-17 14:00:00+00:00,4.11,100,15.93,6.83,59,18.11,8.05,99,17.77,6.36,98,17.06,4.46,78,16.82,4.99,96,15.49,7.04,23,25.11,1.95,21,32.38,6.62,72,15.36
2023-07-17 15:00:00+00:00,4.29,100,15.33,6.16,61,17.48,7.99,87,17.46,6.51,92,17.33,4.56,82,16.54,4.46,98,14.66,7.45,40,25.16,1.72,39,30.6,6.58,64,15.19
2023-07-17 16:00:00+00:00,4.0,100,14.48,5.85,44,16.93,8.42,78,17.17,6.07,81,16.78,4.6,85,17.2,4.49,100,13.86,6.37,60,24.82,1.52,39,29.28,5.36,69,13.85
2023-07-17 17:00:00+00:00,3.93,100,14.1,5.37,37,16.08,8.56,79,16.77,6.11,85,16.03,4.21,86,17.12,4.09,100,13.07,5.43,64,23.62,1.53,46,26.17,4.8,75,12.89
2023-07-17 18:00:00+00:00,3.24,100,13.28,5.07,36,14.77,8.41,67,15.92,6.22,81,14.94,3.79,85,16.3,4.2,100,12.3,5.02,70,21.23,1.53,55,24.46,3.94,79,12.02
2023-07-17 19:00:00+00:00,2.88,100,12.52,4.95,94,13.44,8.57,1,14.96,6.15,3,13.56,3.3,56,15.08,3.54,100,11.6,4.98,93,19.74,1.69,67,22.95,3.57,100,11.3
2023-07-17 20:00:00+00:00,2.39,100,11.85,4.59,97,12.6,8.74,4,14.21,6.13,2,12.61,2.92,78,13.3,2.5,100,10.62,3.7,85,17.29,1.59,58,22.32,3.54,100,10.18
2023-07-17 21:00:00+00:00,2.04,100,11.36,4.88,98,12.29,9.07,28,14.1,6.2,19,12.39,2.32,85,11.78,3.3,100,7.95,2.48,61,14.31,1.43,54,21.76,2.66,100,8.16
2023-07-17 22:00:00+00:00,2.43,100,11.23,5.19,98,11.91,8.84,45,14.02,6.2,38,12.54,2.09,89,11.32,2.2,100,7.96,1.91,48,13.1,1.42,55,21.58,2.38,100,7.62
2023-07-17 23:00:00+00:00,2.61,100,10.98,5.45,98,11.36,8.4,56,14.23,5.87,51,12.55,1.97,91,10.92,2.78,100,7.17,1.36,41,12.11,1.32,47,21.18,2.59,100,7.14
2023-07-18 00:00:00+00:00,2.48,100,10.66,5.77,98,11.2,8.75,63,14.39,5.97,59,12.8,1.82,93,10.62,3.34,100,6.18,1.36,41,11.67,1.61,40,20.8,2.97,100,6.54
2023-07-18 01:00:00+00:00,3.42,100,10.19,5.85,100,11.02,9.15,100,14.16,6.26,100,12.84,1.77,100,10.37,2.94,100,6.06,1.63,91,11.44,1.45,6,20.28,4.4,100,6.45
2023-07-18 02:00:00+00:00,4.77,100,6.97,5.71,94,11.41,9.11,100,13.87,5.96,100,12.59,1.54,100,10.67,2.92,100,5.96,1.86,80,11.09,1.5,4,19.72,5.32,100,6.74
2023-07-18 03:00:00+00:00,4.36,100,6.2,6.07,81,10.97,9.37,100,13.69,6.5,100,12.47,1.37,100,11.57,1.68,100,6.91,2.06,57,10.79,1.62,3,19.37,5.35,100,6.77
2023-07-18 04:00:00+00:00,4.17,100,6.08,5.78,85,11.46,8.98,99,13.44,6.02,100,12.19,1.34,100,12.86,1.51,100,8.0,1.89,47,11.05,1.22,2,19.38,4.77,98,7.2
2023-07-18 05:00:00+00:00,3.87,100,5.9,5.95,77,11.68,8.61,97,13.78,5.79,100,12.47,1.81,100,13.8,2.48,99,8.22,1.49,41,13.79,0.57,2,21.19,5.08,92,7.47
2023-07-18 06:00:00+00:00,3.9,100,5.69,6.24,73,12.61,8.17,96,14.31,5.61,98,13.2,2.06,100,14.52,3.27,99,9.2,1.53,39,16.61,0.08,4,22.8,4.99,93,9.17
2023-07-18 07:00:00+00:00,3.83,100,5.9,6.99,27,13.99,7.87,63,15.09,5.94,78,14.42,2.34,100,15.34,4.45,75,10.22,2.1,9,18.84,0.72,33,24.29,4.79,100,9.19
2023-07-18 08:00:00+00:00,3.34,100,7.71,7.57,19,15.0,7.63,51,15.99,5.92,76,15.43,2.85,100,16.02,5.07,61,11.59,2.69,24,20.59,1.26,23,25.88,4.75,100,9.96
2023-07-18 09:00:00+00:00,3.15,100,10.79,7.57,34,15.76,7.05,48,16.73,5.7,70,16.35,3.13,100,16.69,4.98,65,11.98,3.13,28,22.24,1.5,23,26.31,5.11,97,10.68
2023-07-18 10:00:00+00:00,3.85,100,12.4,7.25,47,15.66,6.32,56,16.99,5.12,77,16.05,3.06,100,17.59,4.68,62,12.98,3.42,25,23.63,1.51,23,26.49,6.1,92,11.19
2023-07-18 11:00:00+00:00,4.56,100,13.51,7.58,47,16.94,5.72,64,16.28,4.52,82,15.55,2.8,100,18.46,4.8,69,12.55,3.77,22,24.81,1.29,24,29.26,6.47,89,11.64
2023-07-18 12:00:00+00:00,4.8,100,14.3,6.99,54,16.23,5.37,65,16.64,4.08,84,15.11,2.85,100,18.89,4.21,75,11.95,3.95,35,26.4,1.31,26,29.92,6.35,87,11.34
2023-07-18 13:00:00+00:00,5.52,99,14.21,7.6,55,16.71,5.35,55,16.79,4.25,74,16.13,3.77,100,18.19,3.63,100,12.46,3.73,100,26.21,1.47,18,30.3,6.45,81,11.34
2023-07-18 14:00:00+00:00,4.56,100,13.8,5.99,78,16.18,5.28,43,17.01,4.35,68,16.33,3.89,100,16.99,2.78,100,12.39,2.83,54,26.42,1.5,21,30.35,6.34,79,10.91
2023-07-18 15:00:00+00:00,5.2,79,14.79,6.66,74,17.04,7.77,58,18.23,5.72,83,17.23,2.91,100,12.96,1.87,89,13.05,2.71,18,24.66,1.03,73,32.78,4.53,97,10.74
2023-07-18 16:00:00+00:00,3.87,80,14.63,5.02,76,17.0,7.94,57,18.32,5.67,82,17.18,1.39,100,12.49,1.78,89,12.98,3.27,0,24.57,0.77,74,33.57,5.59,97,10.77
2023-07-18 17:00:00+00:00,3.61,81,14.58,5.01,77,16.83,8.18,57,18.1,5.69,82,17.03,1.99,100,12.54,1.78,89,12.86,2.96,13,24.46,2.7,75,31.37,4.99,97,10.73
2023-07-18 18:00:00+00:00,3.45,77,14.16,4.95,77,16.09,7.77,55,17.48,5.5,80,16.45,2.44,100,12.5,1.93,86,12.13,2.43,28,23.54,2.33,77,26.11,4.21,96,10.48
2023-07-18 19:00:00+00:00,2.48,36,12.79,4.47,44,14.68,7.38,28,16.38,5.3,47,15.18,2.0,100,12.27,1.7,94,10.72,1.57,59,20.9,0.67,90,24.39,3.35,65,10.09
2023-07-18 20:00:00+00:00,1.9,21,10.0,4.09,28,12.69,6.8,23,14.99,4.85,31,13.43,2.18,100,11.98,1.78,97,9.45,0.96,79,18.46,1.07,95,21.93,2.36,60,8.39
2023-07-18 21:00:00+00:00,1.73,6,7.68,4.22,31,10.98,6.35,21,13.72,4.47,21,11.8,2.13,100,11.59,1.53,99,8.38,1.36,100,15.92,1.74,100,19.21,2.4,51,5.93
2023-07-18 22:00:00+00:00,1.65,8,6.8,4.2,27,10.13,6.32,20,13.44,4.39,20,11.35,3.22,100,11.21,1.56,99,7.98,1.73,91,14.96,2.08,96,18.52,2.29,45,5.0
2023-07-18 23:00:00+00:00,1.54,12,6.1,4.37,39,9.62,6.23,19,13.26,4.5,19,11.22,4.4,100,11.18,1.92,100,7.06,1.44,92,14.56,1.85,79,18.06,2.21,45,4.45
2023-07-19 00:00:00+00:00,1.64,15,5.38,4.2,35,7.51,6.28,27,12.98,4.58,21,11.05,4.61,100,11.26,1.75,100,6.77,1.62,92,14.66,2.6,72,18.02,2.06,49,3.95
2023-07-19 01:00:00+00:00,1.7,29,4.64,4.08,7,7.02,6.01,94,12.76,4.53,65,10.98,5.16,100,11.11,1.88,100,6.29,1.39,40,13.57,1.03,100,18.43,1.85,34,3.33
2023-07-19 02:00:00+00:00,1.5,44,4.59,4.0,5,6.55,5.67,92,12.33,4.02,82,10.74,5.2,100,10.92,2.19,100,5.33,0.74,34,13.06,1.8,100,18.64,1.62,37,3.37
2023-07-19 03:00:00+00:00,1.44,53,5.65,4.07,31,6.58,5.55,71,11.85,4.09,75,10.16,4.99,100,10.7,1.86,100,5.42,0.68,56,14.83,1.73,100,18.33,1.29,39,5.55
2023-07-19 04:00:00+00:00,1.57,59,7.87,4.36,48,7.62,5.57,61,12.25,4.24,59,10.7,4.7,100,10.38,1.42,100,6.09,0.85,67,15.29,1.68,100,18.12,1.01,43,7.12
2023-07-19 05:00:00+00:00,2.01,64,8.85,4.61,59,10.14,5.69,55,12.98,4.61,49,11.99,4.67,100,10.2,1.2,100,7.52,0.94,70,15.93,1.75,99,19.39,1.17,43,8.39
2023-07-19 06:00:00+00:00,2.25,67,9.5,5.49,65,11.31,5.64,58,13.67,5.02,52,12.97,4.41,100,10.15,0.97,98,8.68,1.39,74,18.06,1.37,99,21.0,1.15,45,9.88
